108960,51,תל אביב ,5000,תל אביב - יפו ,101 ,רדינג ,official ,101
112486,51,תל אביב ,5000,תל אביב - יפו ,11717,איזשקובה ,synonym of 1977 ,1977
112487,51,תל אביב ,5000,תל אביב - יפו ,11718,רח 64 ,synonym of 1977 ,1977
112488,51,תל אביב ,5000,תל אביב - יפו ,11719,אוזשקובה ,synonym of 1977 ,1977
112489,51,תל אביב ,5000,תל אביב - יפו ,1978 ,רומן רולן ,official ,1978
112490,51,תל אביב ,5000,תל אביב - יפו ,11720,רח 66 ,synonym of 1978 ,1978
112491,51,תל אביב ,5000,תל אביב - יפו ,1979 ,עולי ציון ,official ,1979
112492,51,תל אביב ,5000,תל אביב - יפו ,11721,רח 5 ,synonym of 1979 ,1979
112493,51,תל אביב ,5000,תל אביב - יפו ,1980 ,נועם ,official ,1980
112494,51,תל אביב ,5000,תל אביב - יפו ,11722,רח 50 ,synonym of 1980 ,1980
112495,51,תל אביב ,5000,תל אביב - יפו ,1981 ,ריש גלותא ,official ,1981
112496,51,תל אביב ,5000,תל אביב - יפו ,11723,ריש גליתא ,synonym of 1981 ,1981
112497,51,תל אביב ,5000,תל אביב - יפו ,1982 ,בעלי התוספות ,official ,1982
112498,51,תל אביב ,5000,תל אביב - יפו ,11724,בעלי התספות ,synonym of 1982 ,1982
112499,51,תל אביב ,5000,תל אביב - יפו ,1983 ,שבטי ישראל ,official ,1983
112500,51,תל אביב ,5000,תל אביב - יפו ,11725,רח 7 ,synonym of 1983 ,1983
112501,51,תל אביב ,5000,תל אביב - יפו ,1984 ,רב האי גאון ,official ,1984
112502,51,תל אביב ,5000,תל אביב - יפו ,11726,רח 45 ,synonym of 1984 ,1984
112503,51,תל אביב ,5000,תל אביב - יפו ,11727,האי גאון ,synonym of 1984 ,1984
112504,51,תל אביב ,5000,תל אביב - יפו ,11728,האי גאון רב ,synonym of 1984 ,1984
112505,51,תל אביב ,5000,תל אביב - יפו ,1985 ,ארדון מרדכי ,official ,1985
112506,51,תל אביב ,5000,תל אביב - יפו ,11729,רח 49 ,synonym of 1985 ,1985
112507,51,תל אביב ,5000,תל אביב - יפו ,11730,רח 48 ,synonym of 1985 ,1985
112508,51,תל אביב ,5000,תל אביב - יפו ,11731,רח 3048 ,synonym of 1985 ,1985
112509,51,תל אביב ,5000,תל אביב - יפו ,11732,ארדון ,synonym of 1985 ,1985
112510,51,תל אביב ,5000,תל אביב - יפו ,11733,מרדכי ארדון ,synonym of 1985 ,1985
112511,51,תל אביב ,5000,תל אביב - יפו ,1986 ,יהודה הימית ,official ,1986
112512,51,תל אביב ,5000,תל אביב - יפו ,11734,רח 6 ,synonym of 1986 ,1986
112513,51,תל אביב ,5000,תל אביב - יפו ,1987 ,רח 3335 ,official ,1987
112514,51,תל אביב ,5000,תל אביב - יפו ,11735,רח 335 ,synonym of 1987 ,1987
112515,51,תל אביב ,5000,תל אביב - יפו ,11736,3335 ,synonym of 1987 ,1987
112516,51,תל אביב ,5000,תל אביב - יפו ,1988 ,דרור ,official ,1988
112517,51,תל אביב ,5000,תל אביב - יפו ,11737,רח 47 ,synonym of 1988 ,1988
112518,51,תל אביב ,5000,תל אביב - יפו ,1989 ,בעל הטורים ,official ,1989
112519,51,תל אביב ,5000,תל אביב - יפו ,1990 ,מגן אברהם ,official ,1990
112520,51,תל אביב ,5000,תל אביב - יפו ,11738,מגן ,synonym of 1990 ,1990
112521,51,תל אביב ,5000,תל אביב - יפו ,1991 ,אבן שושן אברהם ,official ,1991
112522,51,תל אביב ,5000,תל אביב - יפו ,11739,יפו רח נד ,synonym of 1991 ,1991
112523,51,תל אביב ,5000,תל אביב - יפו ,11740,רח 54 ,synonym of 1991 ,1991
112524,51,תל אביב ,5000,תל אביב - יפו ,11741,רח 3054 ,synonym of 1991 ,1991
112525,51,תל אביב ,5000,תל אביב - יפו ,11742,אברהם אבן שושן ,synonym of 1991 ,1991
112526,51,תל אביב ,5000,תל אביב - יפו ,11743,אבן שושן ,synonym of 1991 ,1991
112527,51,תל אביב ,5000,תל אביב - יפו ,1992 ,דואר שושנה ,official ,1992
112528,51,תל אביב ,5000,תל אביב - יפו ,11744,רח 53 ,synonym of 1992 ,1992
112529,51,תל אביב ,5000,תל אביב - יפו ,11745,רח 3053 ,synonym of 1992 ,1992
112530,51,תל אביב ,5000,תל אביב - יפו ,11746,דואר ,synonym of 1992 ,1992
112531,51,תל אביב ,5000,תל אביב - יפו ,11747,שושנה דואר ,synonym of 1992 ,1992
112532,51,תל אביב ,5000,תל אביב - יפו ,1993 ,יהודה מרגוזה ,official ,1993
112533,51,תל אביב ,5000,תל אביב - יפו ,11748,מרגוזה יהודה ,synonym of 1993 ,1993
112534,51,תל אביב ,5000,תל אביב - יפו ,11749,רח 22 ,synonym of 1993 ,1993
112535,51,תל אביב ,5000,תל אביב - יפו ,11750,מרגוזה ,synonym of 1993 ,1993
112536,51,תל אביב ,5000,תל אביב - יפו ,1994 ,יפת ,official ,1994
112537,51,תל אביב ,5000,תל אביב - יפו ,11751,יפת ביח ,synonym of 1994 ,1994
112538,51,תל אביב ,5000,תל אביב - יפו ,11752,יפת מושב זקנים ,synonym of 1994 ,1994
112539,51,תל אביב ,5000,תל אביב - יפו ,11753,יפת ביס בנות ,synonym of 1994 ,1994
112540,51,תל אביב ,5000,תל אביב - יפו ,11754,רח 4 ,synonym of 1994 ,1994
112541,51,תל אביב ,5000,תל אביב - יפו ,11755,יפו רח 4 ,synonym of 1994 ,1994
112542,51,תל אביב ,5000,תל אביב - יפו ,1995 ,אביצור שמואל ,official ,1995
112543,51,תל אביב ,5000,תל אביב - יפו ,11756,רח 52 א ,synonym of 1995 ,1995
112544,51,תל אביב ,5000,תל אביב - יפו ,11757,רח 25א ,synonym of 1995 ,1995
112545,51,תל אביב ,5000,תל אביב - יפו ,11758,רח 25 א ,synonym of 1995 ,1995
112546,51,תל אביב ,5000,תל אביב - יפו ,11759,רח 52א ,synonym of 1995 ,1995
112547,51,תל אביב ,5000,תל אביב - יפו ,11760,רח 3735 ,synonym of 1995 ,1995
112548,51,תל אביב ,5000,תל אביב - יפו ,11761,אביצור ,synonym of 1995 ,1995
112549,51,תל אביב ,5000,תל אביב - יפו ,11762,שמואל אביצור ,synonym of 1995 ,1995
112550,51,תל אביב ,5000,תל אביב - יפו ,1996 ,ספיר ברוך ,official ,1996
112551,51,תל אביב ,5000,תל אביב - יפו ,11763,רח 52 ,synonym of 1996 ,1996
112552,51,תל אביב ,5000,תל אביב - יפו ,11764,רח 3052 ,synonym of 1996 ,1996
112553,51,תל אביב ,5000,תל אביב - יפו ,11765,ברוך ספיר ,synonym of 1996 ,1996
112554,51,תל אביב ,5000,תל אביב - יפו ,1997 ,רבי חנינא ,official ,1997
112555,51,תל אביב ,5000,תל אביב - יפו ,11766,רבי חנינה ,synonym of 1997 ,1997
112556,51,תל אביב ,5000,תל אביב - יפו ,11767,רח 14 ,synonym of 1997 ,1997
112557,51,תל אביב ,5000,תל אביב - יפו ,1998 ,הגיחון ,official ,1998
112558,51,תל אביב ,5000,תל אביב - יפו ,11768,גיחון ,synonym of 1998 ,1998
112559,51,תל אביב ,5000,תל אביב - יפו ,11769,הגחון ,synonym of 1998 ,1998
112560,51,תל אביב ,5000,תל אביב - יפו ,1999 ,רבי פנחס ,official ,1999
112561,51,תל אביב ,5000,תל אביב - יפו ,11770,רח 10 ,synonym of 1999 ,1999
112562,51,תל אביב ,5000,תל אביב - יפו ,2001 ,עמיעד ,official ,2001
112563,51,תל אביב ,5000,תל אביב - יפו ,11771,רח 9 ,synonym of 2001 ,2001
112564,51,תל אביב ,5000,תל אביב - יפו ,2002 ,רבי נחמן ,official ,2002
112565,51,תל אביב ,5000,תל אביב - יפו ,11772,רח 15 ,synonym of 2002 ,2002
112566,51,תל אביב ,5000,תל אביב - יפו ,11773,נחמן ,synonym of 2002 ,2002
112567,51,תל אביב ,5000,תל אביב - יפו ,2003 ,רבי יוחנן ,official ,2003
112568,51,תל אביב ,5000,תל אביב - יפו ,11774,רח 16 ,synonym of 2003 ,2003
112569,51,תל אביב ,5000,תל אביב - יפו ,2004 ,רחבת אבוטבול יעקב ,official ,2004
112570,51,תל אביב ,5000,תל אביב - יפו ,11775,אבוטבול ,synonym of 2004 ,2004
112571,51,תל אביב ,5000,תל אביב - יפו ,11776,אבוטבול יעקב ,synonym of 2004 ,2004
112572,51,תל אביב ,5000,תל אביב - יפו ,2005 ,יהושע בן פרחיה ,official ,2005
112573,51,תל אביב ,5000,תל אביב - יפו ,11777,רח 339 ,synonym of 2005 ,2005
112574,51,תל אביב ,5000,תל אביב - יפו ,11778,בן פרחיה ,synonym of 2005 ,2005
112575,51,תל אביב ,5000,תל אביב - יפו ,2006 ,יוסי בן יוסי ,official ,2006
112576,51,תל אביב ,5000,תל אביב - יפו ,11779,רח 44 ,synonym of 2006 ,2006
112577,51,תל אביב ,5000,תל אביב - יפו ,11780,בן יוסי ,synonym of 2006 ,2006
112578,51,תל אביב ,5000,תל אביב - יפו ,11781,בן יוסי יוסי ,synonym of 2006 ,2006
112579,51,תל אביב ,5000,תל אביב - יפו ,2007 ,רבי אדא ,official ,2007
112580,51,תל אביב ,5000,תל אביב - יפו ,2008 ,רבי תנחום ,official ,2008
112581,51,תל אביב ,5000,תל אביב - יפו ,11782,תנחום ,synonym of 2008 ,2008
112582,51,תל אביב ,5000,תל אביב - יפו ,2009 ,רבי אחא ,official ,2009
112583,51,תל אביב ,5000,תל אביב - יפו ,2010 ,קהילת אוסטרליה ,official ,2010
112584,51,תל אביב ,5000,תל אביב - יפו ,2011 ,רח מו סחנה ג ,official ,2011
112585,51,תל אביב ,5000,תל אביב - יפו ,2012 ,רח ג סחנה ג ,official ,2012
112586,51,תל אביב ,5000,תל אביב - יפו ,2013 ,רח ה סחנה ג ,official ,2013
112587,51,תל אביב ,5000,תל אביב - יפו ,2014 ,רח 3061 ,official ,2014
112588,51,תל אביב ,5000,תל אביב - יפו ,11783,רח 51 ,synonym of 2014 ,2014
112589,51,תל אביב ,5000,תל אביב - יפו ,11784,רח 61 ,synonym of 2014 ,2014
112590,51,תל אביב ,5000,תל אביב - יפו ,11785,רח 51 א ,synonym of 2014 ,2014
112591,51,תל אביב ,5000,תל אביב - יפו ,2016 ,רח 4898 ,official ,2016
112592,51,תל אביב ,5000,תל אביב - יפו ,2018 ,מחנה אריאל ,official ,2018
112593,51,תל אביב ,5000,תל אביב - יפו ,11786,מחנה אראל ,synonym of 2018 ,2018
112594,51,תל אביב ,5000,תל אביב - יפו ,2019 ,מייזל זלמן ,official ,2019
112595,51,תל אביב ,5000,תל אביב - יפו ,11787,זלמן מייזל ,synonym of 2019 ,2019
112596,51,תל אביב ,5000,תל אביב - יפו ,11788,מיזל זלמן ,synonym of 2019 ,2019
112597,51,תל אביב ,5000,תל אביב - יפו ,11789,מייזל ,synonym of 2019 ,2019
112598,51,תל אביב ,5000,תל אביב - יפו ,11790,זלמן מיזל ,synonym of 2019 ,2019
112599,51,תל אביב ,5000,תל אביב - יפו ,11791,מיזל ,synonym of 2019 ,2019
112600,51,תל אביב ,5000,תל אביב - יפו ,2020 ,לוינסון אברהם ,official ,2020
112601,51,תל אביב ,5000,תל אביב - יפו ,11792,רח 55 ,synonym of 2020 ,2020
112602,51,תל אביב ,5000,תל אביב - יפו ,11793,רח 3055 ,synonym of 2020 ,2020
112603,51,תל אביב ,5000,תל אביב - יפו ,11794,אברהם לוינסון ,synonym of 2020 ,2020
112604,51,תל אביב ,5000,תל אביב - יפו ,11795,לוינסון ,synonym of 2020 ,2020
112605,51,תל אביב ,5000,תל אביב - יפו ,2021 ,קיוסו אלברט ,official ,2021
112606,51,תל אביב ,5000,תל אביב - יפו ,11796,רח 56 ,synonym of 2021 ,2021
112607,51,תל אביב ,5000,תל אביב - יפו ,11797,אלברט קיוסו ,synonym of 2021 ,2021
112608,51,תל אביב ,5000,תל אביב - יפו ,11798,קיוסו ,synonym of 2021 ,2021
112609,51,תל אביב ,5000,תל אביב - יפו ,2022 ,סהרון ,official ,2022
112610,51,תל אביב ,5000,תל אביב - יפו ,2023 ,פיקוס ,official ,2023
112611,51,תל אביב ,5000,תל אביב - יפו ,11799,הפיקוס ,synonym of 2023 ,2023
112612,51,תל אביב ,5000,תל אביב - יפו ,11800,פינקוס ,synonym of 2023 ,2023
112613,51,תל אביב ,5000,תל אביב - יפו ,2024 ,עירית ,official ,2024
112614,51,תל אביב ,5000,תל אביב - יפו ,11801,אירית ,synonym of 2024 ,2024
112615,51,תל אביב ,5000,תל אביב - יפו ,2025 ,הרב הלר חיים ,official ,2025
112616,51,תל אביב ,5000,תל אביב - יפו ,11802,הרב הלר ,synonym of 2025 ,2025
112617,51,תל אביב ,5000,תל אביב - יפו ,11803,חיים הלר הרב ,synonym of 2025 ,2025
112618,51,תל אביב ,5000,תל אביב - יפו ,11804,הרב חיים הלר ,synonym of 2025 ,2025
112619,51,תל אביב ,5000,תל אביב - יפו ,11805,הלר ,synonym of 2025 ,2025
112620,51,תל אביב ,5000,תל אביב - יפו ,2027 ,אבינרי יצחק ,official ,2027
112621,51,תל אביב ,5000,תל אביב - יפו ,11806,אבינרי ,synonym of 2027 ,2027
112622,51,תל אביב ,5000,תל אביב - יפו ,11807,רח 58 ,synonym of 2027 ,2027
112623,51,תל אביב ,5000,תל אביב - יפו ,11808,יצחק אבינרי ,synonym of 2027 ,2027
112624,51,תל אביב ,5000,תל אביב - יפו ,2028 ,רח 3933 ,official ,2028
112625,51,תל אביב ,5000,תל אביב - יפו ,2029 ,רובינשטיין יצחק ,official ,2029
112626,51,תל אביב ,5000,תל אביב - יפו ,11809,רובינשטיין ,synonym of 2029 ,2029
112627,51,תל אביב ,5000,תל אביב - יפו ,11810,יצחק רובינשטין ,synonym of 2029 ,2029
112628,51,תל אביב ,5000,תל אביב - יפו ,11811,רובינשטין יצחק ,synonym of 2029 ,2029
112629,51,תל אביב ,5000,תל אביב - יפו ,11812,רובינשטין ,synonym of 2029 ,2029
112630,51,תל אביב ,5000,תל אביב - יפו ,11813,יצחק רובינשטיין ,synonym of 2029 ,2029
112631,51,תל אביב ,5000,תל אביב - יפו ,2030 ,רח 3406 ,official ,2030
112632,51,תל אביב ,5000,תל אביב - יפו ,11814,רח 406 ,synonym of 2030 ,2030
112633,51,תל אביב ,5000,תל אביב - יפו ,2031 ,קרוא ברוך ,official ,2031
112634,51,תל אביב ,5000,תל אביב - יפו ,11815,רח 3825 ,synonym of 2031 ,2031
112635,51,תל אביב ,5000,תל אביב - יפו ,11816,ברוך קרוא ,synonym of 2031 ,2031
112636,51,תל אביב ,5000,תל אביב - יפו ,11817,קרוא ,synonym of 2031 ,2031
112637,51,תל אביב ,5000,תל אביב - יפו ,2032 ,טוכולסקי קורט ,official ,2032
112638,51,תל אביב ,5000,תל אביב - יפו ,11818,רח 3824 ,synonym of 2032 ,2032
112639,51,תל אביב ,5000,תל אביב - יפו ,11819,טוכולסקי ,synonym of 2032 ,2032
112640,51,תל אביב ,5000,תל אביב - יפו ,11820,קורט טוכולסקי ,synonym of 2032 ,2032
112641,51,תל אביב ,5000,תל אביב - יפו ,2033 ,רח 3404 ,official ,2033
112642,51,תל אביב ,5000,תל אביב - יפו ,2035 ,רח 3910 ,official ,2035
112643,51,תל אביב ,5000,תל אביב - יפו ,2036 ,רח 3914 ,official ,2036
112644,51,תל אביב ,5000,תל אביב - יפו ,2037 ,רח 3915 ,official ,2037
112645,51,תל אביב ,5000,תל אביב - יפו ,2038 ,רח 3912 ,official ,2038
112646,51,תל אביב ,5000,תל אביב - יפו ,2039 ,רח 3913 ,official ,2039
112647,51,תל אביב ,5000,תל אביב - יפו ,2044 ,רח 2425 ,official ,2044
112648,51,תל אביב ,5000,תל אביב - יפו ,2045 ,רוזנפלד שלום ,official ,2045
112649,51,תל אביב ,5000,תל אביב - יפו ,11821,שלום רוזנפלד ,synonym of 2045 ,2045
112650,51,תל אביב ,5000,תל אביב - יפו ,2074 ,שביל 2161 ,official ,2074
112651,51,תל אביב ,5000,תל אביב - יפו ,2102 ,באר שבע ,official ,2102
112652,51,תל אביב ,5000,תל אביב - יפו ,11822,רח 227 ,synonym of 2102 ,2102
112653,51,תל אביב ,5000,תל אביב - יפו ,11823,יפו רח 227 ,synonym of 2102 ,2102
112654,51,תל אביב ,5000,תל אביב - יפו ,2105 ,סמ באר שבע ,official ,2105
112655,51,תל אביב ,5000,תל אביב - יפו ,11824,רח 3844 ,synonym of 2105 ,2105
112656,51,תל אביב ,5000,תל אביב - יפו ,2121 ,רח 423 ,official ,2121
112657,51,תל אביב ,5000,תל אביב - יפו ,2131 ,רח 222 ,official ,2131
112658,51,תל אביב ,5000,תל אביב - יפו ,2138 ,מדרש תנחומא ,official ,2138
112659,51,תל אביב ,5000,תל אביב - יפו ,2139 ,נחל הבשור ,official ,2139
112660,51,תל אביב ,5000,תל אביב - יפו ,11825,הבשור ,synonym of 2139 ,2139
112661,51,תל אביב ,5000,תל אביב - יפו ,11826,נחל בשור ,synonym of 2139 ,2139
112662,51,תל אביב ,5000,תל אביב - יפו ,2140 ,קוץ' אדוארד ,official ,2140
112663,51,תל אביב ,5000,תל אביב - יפו ,11827,יפו רח 240 ,synonym of 2140 ,2140
112664,51,תל אביב ,5000,תל אביב - יפו ,11828,רח 240 ,synonym of 2140 ,2140
112665,51,תל אביב ,5000,תל אביב - יפו ,11829,קדימה ,synonym of 2140 ,2140
112666,51,תל אביב ,5000,תל אביב - יפו ,11830,אד קוץ' ,synonym of 2140 ,2140
112667,51,תל אביב ,5000,תל אביב - יפו ,11831,קוץ' ,synonym of 2140 ,2140
112668,51,תל אביב ,5000,תל אביב - יפו ,11832,אדוארד קוץ' ,synonym of 2140 ,2140
112669,51,תל אביב ,5000,תל אביב - יפו ,11833,קוץ אדוארד ,synonym of 2140 ,2140
112670,51,תל אביב ,5000,תל אביב - יפו ,11834,קוץ ,synonym of 2140 ,2140
112671,51,תל אביב ,5000,תל אביב - יפו ,11835,אדוארד קוץ ,synonym of 2140 ,2140
112672,51,תל אביב ,5000,תל אביב - יפו ,2141 ,דבלין אלפרד ,official ,2141
112673,51,תל אביב ,5000,תל אביב - יפו ,11836,יפו רח 241 ,synonym of 2141 ,2141
112674,51,תל אביב ,5000,תל אביב - יפו ,11837,רח 241 ,synonym of 2141 ,2141
112675,51,תל אביב ,5000,תל אביב - יפו ,11838,רח 3241 ,synonym of 2141 ,2141
112676,51,תל אביב ,5000,תל אביב - יפו ,11839,דבלין ,synonym of 2141 ,2141
112677,51,תל אביב ,5000,תל אביב - יפו ,11840,אלפרד דבלין ,synonym of 2141 ,2141
112678,51,תל אביב ,5000,תל אביב - יפו ,2143 ,נחל עוז ,official ,2143
112679,51,תל אביב ,5000,תל אביב - יפו ,11841,ש עמדר נ עו ,synonym of 2143 ,2143
112680,51,תל אביב ,5000,תל אביב - יפו ,11842,נחל עז ,synonym of 2143 ,2143
112681,51,תל אביב ,5000,תל אביב - יפו ,11843,נחל עוז עמדר ,synonym of 2143 ,2143
112682,51,תל אביב ,5000,תל אביב - יפו ,2144 ,איסקוב נסים ,official ,2144
112683,51,תל אביב ,5000,תל אביב - יפו ,11844,איסקוב ,synonym of 2144 ,2144
112684,51,תל אביב ,5000,תל אביב - יפו ,11845,רח 221 ,synonym of 2144 ,2144
112685,51,תל אביב ,5000,תל אביב - יפו ,11846,אוסקוב ,synonym of 2144 ,2144
112686,51,תל אביב ,5000,תל אביב - יפו ,11847,איסקוב ניסים ,synonym of 2144 ,2144
112687,51,תל אביב ,5000,תל אביב - יפו ,2145 ,ילדי טהרן ,official ,2145
112688,51,תל אביב ,5000,תל אביב - יפו ,11848,רח 226 ,synonym of 2145 ,2145
112689,51,תל אביב ,5000,תל אביב - יפו ,11849,רח 3226 ,synonym of 2145 ,2145
112690,51,תל אביב ,5000,תל אביב - יפו ,2146 ,גר צדק ,official ,2146
112691,51,תל אביב ,5000,תל אביב - יפו ,11850,גוש 6995 ,synonym of 2146 ,2146
112692,51,תל אביב ,5000,תל אביב - יפו ,11851,רח 220 ,synonym of 2146 ,2146
112693,51,תל אביב ,5000,תל אביב - יפו ,11852,גרי צדק ,synonym of 2146 ,2146
112694,51,תל אביב ,5000,תל אביב - יפו ,2147 ,וכטנגוב ,official ,2147
112695,51,תל אביב ,5000,תל אביב - יפו ,11853,רח 219 ,synonym of 2147 ,2147
112696,51,תל אביב ,5000,תל אביב - יפו ,11854,ורטנגוב ,synonym of 2147 ,2147
112697,51,תל אביב ,5000,תל אביב - יפו ,2148 ,חסידי האומות ,official ,2148
112698,51,תל אביב ,5000,תל אביב - יפו ,11855,רח 224 ,synonym of 2148 ,2148
112699,51,תל אביב ,5000,תל אביב - יפו ,2149 ,עזה ,official ,2149
112700,51,תל אביב ,5000,תל אביב - יפו ,11856,רח 242 פ 242 ,synonym of 2149 ,2149
112701,51,תל אביב ,5000,תל אביב - יפו ,11857,רח 242 ,synonym of 2149 ,2149
112702,51,תל אביב ,5000,תל אביב - יפו ,2150 ,מיצקביץ אדם ,official ,2150
112703,51,תל אביב ,5000,תל אביב - יפו ,11858,מיצקביץ ,synonym of 2150 ,2150
112704,51,תל אביב ,5000,תל אביב - יפו ,11859,מצקביץ אדם ,synonym of 2150 ,2150
112705,51,תל אביב ,5000,תל אביב - יפו ,11860,אדם מיצקביץ ,synonym of 2150 ,2150
112706,51,תל אביב ,5000,תל אביב - יפו ,11861,מוצקביץ אדם ,synonym of 2150 ,2150
112707,51,תל אביב ,5000,תל אביב - יפו ,2151 ,אנדרוס ,official ,2151
112708,51,תל אביב ,5000,תל אביב - יפו ,11862,רח 217 ,synonym of 2151 ,2151
112709,51,תל אביב ,5000,תל אביב - יפו ,11863,אנדרס ,synonym of 2151 ,2151
112710,51,תל אביב ,5000,תל אביב - יפו ,2152 ,רוזנבלט צבי ,official ,2152
112711,51,תל אביב ,5000,תל אביב - יפו ,11864,יפו רח 218 ,synonym of 2152 ,2152
112712,51,תל אביב ,5000,תל אביב - יפו ,11865,רח 3218 ,synonym of 2152 ,2152
112713,51,תל אביב ,5000,תל אביב - יפו ,11866,צבי רוזנבלט ,synonym of 2152 ,2152
112714,51,תל אביב ,5000,תל אביב - יפו ,11867,רוזנבלט ,synonym of 2152 ,2152
112715,51,תל אביב ,5000,תל אביב - יפו ,11868,רח 218 ,synonym of 2152 ,2152
112716,51,תל אביב ,5000,תל אביב - יפו ,2153 ,גוש 6992 ,official ,2153
112717,51,תל אביב ,5000,תל אביב - יפו ,2154 ,רח 3381 ,official ,2154
112718,51,תל אביב ,5000,תל אביב - יפו ,11869,רח 381 ,synonym of 2154 ,2154
112719,51,תל אביב ,5000,תל אביב - יפו ,2155 ,נס לגויים ,official ,2155
112720,51,תל אביב ,5000,תל אביב - יפו ,11870,נס לגוים ,synonym of 2155 ,2155
112721,51,תל אביב ,5000,תל אביב - יפו ,11871,רח 72 ,synonym of 2155 ,2155
112722,51,תל אביב ,5000,תל אביב - יפו ,2156 ,עדולם ,official ,2156
112723,51,תל אביב ,5000,תל אביב - יפו ,11872,רח 942 ,synonym of 2156 ,2156
112724,51,תל אביב ,5000,תל אביב - יפו ,2157 ,היינריך היינה ,official ,2157
112725,51,תל אביב ,5000,תל אביב - יפו ,11873,רח 3725 ,synonym of 2157 ,2157
112726,51,תל אביב ,5000,תל אביב - יפו ,11874,היינה ,synonym of 2157 ,2157
112727,51,תל אביב ,5000,תל אביב - יפו ,11875,היינה היינריך ,synonym of 2157 ,2157
112728,51,תל אביב ,5000,תל אביב - יפו ,2158 ,חבר הלאומים ,official ,2158
112729,51,תל אביב ,5000,תל אביב - יפו ,11876,חבר לאומים ,synonym of 2158 ,2158
112730,51,תל אביב ,5000,תל אביב - יפו ,11877,רח 244 ,synonym of 2158 ,2158
112731,51,תל אביב ,5000,תל אביב - יפו ,2159 ,שרירא גאון ,official ,2159
112732,51,תל אביב ,5000,תל אביב - יפו ,11878,שריגא גאון ,synonym of 2159 ,2159
112733,51,תל אביב ,5000,תל אביב - יפו ,11879,רח 248 ,synonym of 2159 ,2159
112734,51,תל אביב ,5000,תל אביב - יפו ,2160 ,למרטין ,official ,2160
112735,51,תל אביב ,5000,תל אביב - יפו ,11880,מרטין ,synonym of 2160 ,2160
112736,51,תל אביב ,5000,תל אביב - יפו ,2161 ,הלה טוני ,official ,2161
112737,51,תל אביב ,5000,תל אביב - יפו ,11881,רח 71 ,synonym of 2161 ,2161
112738,51,תל אביב ,5000,תל אביב - יפו ,11882,רח 3071 ,synonym of 2161 ,2161
112739,51,תל אביב ,5000,תל אביב - יפו ,11883,טוני הלה ,synonym of 2161 ,2161
112740,51,תל אביב ,5000,תל אביב - יפו ,2162 ,הלוי משה ,official ,2162
112741,51,תל אביב ,5000,תל אביב - יפו ,11884,רח 70 ,synonym of 2162 ,2162
112742,51,תל אביב ,5000,תל אביב - יפו ,11885,רח 3070 ,synonym of 2162 ,2162
112743,51,תל אביב ,5000,תל אביב - יפו ,11886,הלוי ,synonym of 2162 ,2162
112744,51,תל אביב ,5000,תל אביב - יפו ,11887,משה הלוי ,synonym of 2162 ,2162
112745,51,תל אביב ,5000,תל אביב - יפו ,2163 ,דברי חיים ,official ,2163
112746,51,תל אביב ,5000,תל אביב - יפו ,2164 ,אור החיים ,official ,2164
112747,51,תל אביב ,5000,תל אביב - יפו ,11888,רח 246 ,synonym of 2164 ,2164
112748,51,תל אביב ,5000,תל אביב - יפו ,11889,רח 245 ,synonym of 2164 ,2164
112749,51,תל אביב ,5000,תל אביב - יפו ,2165 ,רבנו ירוחם ,official ,2165
112750,51,תל אביב ,5000,תל אביב - יפו ,11890,ירוחם ,synonym of 2165 ,2165
112751,51,תל אביב ,5000,תל אביב - יפו ,11891,ירוחם רבינו ,synonym of 2165 ,2165
112752,51,תל אביב ,5000,תל אביב - יפו ,11892,ירוחם רבנו ,synonym of 2165 ,2165
112753,51,תל אביב ,5000,תל אביב - יפו ,2166 ,רח 247 ,official ,2166
112754,51,תל אביב ,5000,תל אביב - יפו ,2167 ,סמ שרירא ,official ,2167
112755,51,תל אביב ,5000,תל אביב - יפו ,11893,גוש 7054 ,synonym of 2167 ,2167
112756,51,תל אביב ,5000,תל אביב - יפו ,11894,שרירא ,synonym of 2167 ,2167
112757,51,תל אביב ,5000,תל אביב - יפו ,11895,שרירא סמטה ,synonym of 2167 ,2167
112758,51,תל אביב ,5000,תל אביב - יפו ,11896,שרירא סמ ,synonym of 2167 ,2167
112759,51,תל אביב ,5000,תל אביב - יפו ,2168 ,אשדוד ,official ,2168
112760,51,תל אביב ,5000,תל אביב - יפו ,11897,יפו אשדוד ,synonym of 2168 ,2168
112761,51,תל אביב ,5000,תל אביב - יפו ,2169 ,דרך יגאל ידין ,official ,2169
112762,51,תל אביב ,5000,תל אביב - יפו ,11898,ידין ,synonym of 2169 ,2169
112763,51,תל אביב ,5000,תל אביב - יפו ,11899,ידין יגאל ,synonym of 2169 ,2169
112764,51,תל אביב ,5000,תל אביב - יפו ,11900,דרך ידין יגאל ,synonym of 2169 ,2169
112765,51,תל אביב ,5000,תל אביב - יפו ,11901,יגאל ידין ,synonym of 2169 ,2169
112766,51,תל אביב ,5000,תל אביב - יפו ,11902,רח 3855 ,synonym of 2169 ,2169
112767,51,תל אביב ,5000,תל אביב - יפו ,2170 ,בנטוב מרדכי ,official ,2170
112768,51,תל אביב ,5000,תל אביב - יפו ,11903,רח 3382 ,synonym of 2170 ,2170
112769,51,תל אביב ,5000,תל אביב - יפו ,11904,מרדכי בנטוב ,synonym of 2170 ,2170
112770,51,תל אביב ,5000,תל אביב - יפו ,11905,בנטוב ,synonym of 2170 ,2170
